"Word","Length","Freq_HAL","Log_Freq_HAL","MorphSp","POS"
"executing","9","3169","8.06","{ex--ecute}>ing>","VB|NN"
"execution","9","8625","9.06","{ex--ecute}>ion>","NN"
"executive","9","19037","9.85","{ex--ecute}>ive>","JJ|NN"
"executor","8","1206","7.10","{ex--ecute}>or>","NN"
"exemplar","8","199","5.29","{exempl--ar}","NN"
"exemplary","9","702","6.55","{exempl--ar}>y>","JJ"
"exemplified","11","549","6.31","{exempl--ify}>ed>","VB"
"exemplifies","11","226","5.42","{exempl--ify}>s>","VB"
"exemplify","9","105","4.65","{exempl--ify}","VB"
"exempt","6","2644","7.88","{ex--empt}","JJ|VB"
"exemption","9","2229","7.71","{ex--empt}>ion>","NN"
"exercise","8","19538","9.88","{exercise}","NN|VB"
"exercised","9","1264","7.14","{exercise}>ed>","VB"
"exercises","9","5458","8.60","{exercise}>s>","NN|VB"
"exertions","9","74","4.30","{exert}>ion>>s>","NN"
"exerts","6","237","5.47","{exert}>s>","VB"
"exhalation","10","93","4.53","{ex--hale}>ation>","NN"
"exhale","6","446","6.10","{ex--hale}","VB"
"exhaled","7","134","4.90","{ex--hale}>ed>","VB"
"exhaling","8","112","4.72","{ex--hale}>ing>","VB"
"exhaust","7","4006","8.30","{exhaust}","NN|VB"
"exhausted","9","2651","7.88","{exhaust}>ed>","VB|JJ"
"exhaustible","11","11","2.40","{exhaust}>ible>","JJ"
"endocrine","9","184","5.21","{endo--crine}","JJ"
"endogamous","10","14","2.64","{endo--gam--ous}","JJ"
"endogamy","8","37","3.61","{endo--gam--y}","NN"
"endogenous","10","202","5.31","{endo--gen--ous}","JJ"
"endorse","7","2189","7.69","{endorse}","VB"
"endorsed","8","2177","7.69","{endorse}>ed>","VB"
"endorsement","11","2140","7.67","{endorse}>ment>","NN"
"endorsing","9","550","6.31","{endorse}>ing>","VB"
"endow","5","89","4.49","{endow}","VB"
"endowed","7","1056","6.96","{endow}>ed>","VB"
"endowment","9","794","6.68","{endow}>ment>","NN"
"endowments","10","191","5.25","{endow}>ment>>s>","NN"
"endothermic","11","27","3.30","<endo<{therm--ic}","JJ"
"endows","6","30","3.40","{endow}>s>","VB"
"endpoints","9","183","5.21","{end}{point}>s>","NN"
"ends","4","27525","10.22","{end}>s>","NN|VB"
"endurable","9","15","2.71","{en--dure}>able>","JJ"
"endurance","9","2004","7.60","{en--dure}>ance>","NN"
"endure","6","1860","7.53","{en--dure}","VB"
"endured","7","756","6.63","{en--dure}>ed>","VB"
"endures","7","218","5.38","{en--dure}>s>","VB"
"enduring","8","1363","7.22","{en--dure}>ing>","VB"
"enema","5","805","6.69","{enema}","NN"
"enemies","7","9064","9.11","{enemy}>s>","NN"
"enemy","5","16802","9.73","{enemy}","NN"
"enemy's","7","512","6.24","{enemy}>'s>","encl"
"energetic","9","1991","7.60","{energ--etic}","JJ"
"energies","8","1907","7.55","{energ--y}>s>","NN"
"energize","8","167","5.12","{energ--ize}","VB"
"energized","9","252","5.53","{energ--ize}>ed>","JJ|VB"
"energizes","9","48","3.87","{energ--ize}>s>","VB"
"energy","6","58596","10.98","{energ--y}","NN"
"enervate","8","160","5.08","{e--nerv--ate}","VB"
"enfeeble","8","4","1.39","<en<{feeble}","VB"
"enfold","6","34","3.53","<en<{fold}","VB"
"enforce","7","5451","8.60","<en<{force}","VB"
"enforceable","11","389","5.96","<en<{force}>able>","JJ"
"enforced","8","3683","8.21","<en<{force}>ed>","VB|JJ"
"enforcement","11","9839","9.19","<en<{force}>ment>","NN"
"enforces","8","502","6.22","<en<{force}>s>","VB"
"enforcing","9","1608","7.38","<en<{force}>ing>","VB"
"enfranchise","11","13","2.56","<en<{franchise}","VB"
"engage","6","7331","8.90","{engage}","VB"
"engaged","7","7270","8.89","{engage}>ed>","VB"
"engagement","10","2508","7.83","{engage}>ment>","NN"
"engagements","11","772","6.65","{engage}>ment>>s>","NN"
"engages","7","767","6.64","{engage}>s>","VB|NN"
"engaging","8","3092","8.04","{engage}>ing>","VB|JJ"
"engender","8","255","5.54","{en--gender}","VB"
"enfranchisement","15","12","2.48","<en<{franchise}>ment>","NN"
"engagingly","10","47","3.85","{engage}>ing>>ly>","RB"
"engendered","10","208","5.34","{en--gender}>ed>","VB"
"engine","6","39577","10.59","{engine}","NN"
"engineer","8","47390","10.77","{engine}>eer>","NN|VB"
"engineering","11","70438","11.16","{engine}>eer>>ing>","NN|VB"
"engineers","9","24712","10.12","{engine}>eer>>s>","NN|VB"
"engines","7","10520","9.26","{engine}>s>","NN"
"England","7","36785","10.51","{eng--land}","NN"
"Englander","9","73","4.29","{eng--land}>er>","NN"
"England's","9","567","6.34","{eng--land}>'s>","encl"
"English","7","77179","11.25","{english}","JJ|NN"
"Englishman","10","568","6.34","{english}>man>","NN"
"Englishmen","10","224","5.41","{english}>men>","NN"
"Englishwoman","12","36","3.58","{english}>wo--man>","NN"
"engraft","7","15","2.71","<en<{graft}","VB"
"engrave","7","57","4.04","<en<{grave}","VB"
"engraved","8","657","6.49","<en<{grave}>ed>","VB"
"engraver","8","59","4.08","<en<{grave}>er>","NN"
"engraving","9","523","6.26","<en<{grave}>ing>","NN|VB"
"engross","7","6","1.79","{en--gross}","VB"
"engrossed","9","308","5.73","{en--gross}>ed>","JJ|VB"
"engrossing","10","143","4.96","{en--gross}>ing>","JJ|VB"
"engulf","6","172","5.15","{engulf}","VB"
"engulfed","8","432","6.07","<en<{gulf}>ed>","VB"
"engulfing","9","106","4.66","<en<{gulf}>ing>","VB|NN"
"engulfs","7","55","4.01","<en<{gulf}>s>","VB"
"enhance","7","6695","8.81","{enhance}","VB"
"enhanced","8","10962","9.30","{enhance}>ed>","VB"
"enhancement","11","3892","8.27","{enhance}>ment>","NN"
"enhances","8","1077","6.98","{enhance}>s>","VB"
"enhancing","9","1668","7.42","{enhance}>ing>","VB"
"enigma","6","1995","7.60","{enigma}","NN"
"enigmatic","9","330","5.80","{enigma}>tic>","JJ"
"enjoin","6","348","5.85","{enjoin}","VB"
"enjoined","8","152","5.02","<en<{join}>ed>","VB"
"enjoy","5","46729","10.75","<en<{joy}","VB|NN"
"enjoyed","7","13416","9.50","<en<{joy}>ed>","VB"
"enjoyable","9","4272","8.36","<en<{joy}>able>","JJ"
"enjoying","8","6712","8.81","<en<{joy}>ing>","VB"
"enjoyment","9","4058","8.31","<en<{joy}>ment>","NN"
"enjoys","6","3264","8.09","<en<{joy}>s>","VB"
"enlarge","7","781","6.66","<en<{large}","VB"
"enlarged","8","1007","6.91","<en<{large}>ed>","VB|JJ"
"enlargement","11","505","6.22","<en<{large}>ment>","NN"
"enlarging","9","374","5.92","<en<{large}>ing>","VB"
"enlighten","9","3100","8.04","<en<{light}>en>","VB"
"enlist","6","531","6.27","<en<{list}","VB"
"enlisted","8","1021","6.93","<en<{list}>ed>","VB"
"enlistment","10","97","4.57","<en<{list}>ment>","NN"
"enlists","7","44","3.78","<en<{list}>s>","VB"
"enliven","7","37","3.61","<en<{live}>en>","VB"
"enmesh","6","6","1.79","<en<{mesh}","VB"
"enmeshed","8","104","4.64","<en<{mesh}>ed>","VB"
"enmities","8","10","2.30","{enmitie}>s>","NN"
"enmity","6","327","5.79","{enmity}","NN"
"enormity","8","186","5.23","{enorm--ity}","NN"
"enormous","8","7583","8.93","{enorm--ous}","JJ"
"enormously","10","1520","7.33","{enorm--ous}>ly>","RB"
"enough","6","191008","12.16","{enough}","RB|JJ|NN"
"enrage","6","75","4.32","<en<{rage}","VB"
"enraged","7","555","6.32","<en<{rage}>ed>","JJ|VB"
"enrapture","9","8","2.08","<en<{rapt}>ure>","VB"
"enrich","6","749","6.62","<en<{rich}","VB"
"enriched","8","823","6.71","<en<{rich}>ed>","VB"
"enriching","9","237","5.47","<en<{rich}>ing>","VB"
"enrichment","10","575","6.35","<en<{rich}>ment>","NN"
"enroll","6","1329","7.19","{enroll}","VB"
"enrolled","8","1667","7.42","<en<{roll}>ed>","VB"
"enrolling","9","277","5.62","<en<{roll}>ing>","VB|NN"
"ensconced","9","135","4.91","{en--sconce}>ed>","VB"
"ensemble","8","3102","8.04","{ensemble}","NN"
"enrollment","10","1354","7.21","<en<{roll}>ment>","NN"
"ensembles","9","298","5.70","{ensemble}>s>","NN"
"enshrine","8","56","4.03","<en<{shrine}","VB"
"enshroud","8","5","1.61","<en<{shroud}","VB"
"ensign","6","2072","7.64","{ensign}","NN"
"enslave","7","639","6.46","<en<{slave}","VB"
"enslaved","8","860","6.76","<en<{slave}>ed>","VB"
"enslavement","11","387","5.96","<en<{slave}>ment>","NN"
"enslaving","9","225","5.42","<en<{slave}>ing>","NN|VB"
"ensnare","7","45","3.81","<en<{snare}","VB"
"ensue","5","385","5.95","{en--sue}","VB"
"ensued","6","393","5.97","{en--sue}>ed>","VB"
"ensues","6","1130","7.03","{en--sue}>s>","VB"
"ensuing","7","936","6.84","{en--sue}>ing>","VB|NN"
"ensure","6","17712","9.78","<en<{sure}","VB|NN"
"ensures","7","1612","7.39","<en<{sure}>s>","NN|VB"
"ensuring","8","2452","7.80","<en<{sure}>ing>","VB"
"entail","6","840","6.73","<en<{tail}","VB"
"entails","7","1243","7.13","<en<{tail}>s>","VB|NN"
"entangle","8","94","4.54","<en<{tangle}","VB"
"entitled","8","12629","9.44","<en<{title}>ed>","VB"
"entanglement","12","137","4.92","<en<{tangle}>ment>","NN"
"enter","5","36407","10.50","{enter}","VB"
"entered","7","15287","9.63","{enter}>ed>","VB"
"entering","8","8869","9.09","{enter}>ing>","VB"
"enterprise","10","15069","9.62","{enterprise}","NN"
"enterprises","11","7769","8.96","{enterprise}>s>","NN"
"enterprising","12","411","6.02","{enterprise}>ing>","JJ|VB"
"enters","6","4122","8.32","{enter}>s>","VB"
"entertain","9","2531","7.84","{enter--tain}","VB"
"enterprisingly","14","1","0.00","{enterprise}>ing>>ly>","RB"
"entertained","11","1117","7.02","{enter--tain}>ed>","VB|JJ"
"entertainer","11","514","6.24","{enter--tain}>er>","NN"
"entertaining","12","5312","8.58","{enter--tain}>ing>","VB|NN|JJ"
"entertainment","13","16689","9.72","{enter--tain}>ment>","NN"
"enthralled","10","284","5.65","<en<{thrall}>ed>","JJ|VB"
"enthralling","11","79","4.37","<en<{thrall}>ing>","JJ|VB"
"enthrone","8","1","0.00","<en<{throne}","NN"
"enthronement","12","7","1.95","<en<{throne}>ment>","NN"
"enthuse","7","16","2.77","{enthuse}","VB"
"enthusiasm","10","2738","7.91","{enthus--iasm}","NN"
"enthusiasms","11","42","3.74","{enthus--iasm}>s>","NN"
"enthusiast","10","1361","7.22","{enthus--iast}","NN"
"enthusiastic","12","2608","7.87","{enthus--iast}>ic>","JJ"
"enthusiasts","11","2515","7.83","{enthus--iast}>s>","NN"
"entranced","9","238","5.47","<en<{trance}>ed>","VB|JJ"
"entrant","7","213","5.36","{entr--ant}","NN"
"entice","6","480","6.17","{entice}","VB"
"enticement","10","83","4.42","{entice}>ment>","NN"
"enticements","11","13","2.56","{entice}>ment>>s>","NN"
"enticing","8","379","5.94","{entice}>ing>","VB|NN|JJ"
"entire","6","62545","11.04","{entire}","JJ|NN"
"entirely","8","26379","10.18","{entire}>ly>","RB"
"entirety","8","3027","8.02","{entire}>ity>","NN"
"entities","8","6504","8.78","{entity}>s>","NN"
"entitle","7","385","5.95","<en<{title}","VB"
"entitlement","11","1200","7.09","<en<{title}>ment>","NN"
"entitles","8","426","6.05","<en<{title}>s>","VB"
"entity","6","10425","9.25","{entity}","NN"
"entomb","6","21","3.04","<en<{tomb}","VB"
"entombed","8","219","5.39","<en<{tomb}>ed>","VB"
"entomologist","12","115","4.74","{entomo--log--ist}","NN"
"entomology","10","340","5.83","{entomo--log--y}","NN"
"entourage","9","284","5.65","{entourage}","NN"
"entrails","8","317","5.76","{entrail}>s>","NN"
"entrain","7","8","2.08","<en<{train}","VB"
"entrance","8","6373","8.76","{entr--ance}","NN"
"entrap","6","87","4.47","<en<{trap}","VB"
"entrapment","10","237","5.47","<en<{trap}>ment>","NN"
"entreat","7","27","3.30","{en--treat}","VB"
"entreated","9","17","2.83","{en--treat}>ed>","VB"
"entreaty","8","16","2.77","{en--treat}>y>","NN"
"entree","6","205","5.32","{entree}","NN|minor"
"entrench","8","63","4.14","<en<{trench}","VB"
"entrenched","10","782","6.66","<en<{trench}>ed>","VB"
"entrepreneurs","13","2069","7.63","{entrepreneur}>s>","NN"
"entries","7","14173","9.56","{entr--y}>s>","NN"
"entrenchment","12","70","4.25","<en<{trench}>ment>","NN"
"entrepreneur","12","1914","7.56","{entrepreneur}","NN"
"entropy","7","3190","8.07","{entrop--y}","NN"
"entrust","7","310","5.74","<en<{trust}","VB"
"entrusted","9","421","6.04","<en<{trust}>ed>","VB"
"entrusting","10","43","3.76","<en<{trust}>ing>","VB|NN"
"entry","5","34588","10.45","{entr--y}","NN"
"entwine","7","48","3.87","<en<{twine}","VB"
"entwined","8","183","5.21","<en<{twine}>ed>","VB|JJ"
"enumerate","9","332","5.81","{e--numer--ate}","VB"
"enunciate","9","37","3.61","{e--nunci--ate}","VB"
"envelop","7","372","5.92","{envelop}","VB"
"envelope","8","10813","9.29","{envelope}","NN"
"envelopes","9","3630","8.20","{envelope}>s>","NN"
"enveloping","10","92","4.52","{envelope}>ing>","VB"
"envelopment","11","65","4.17","{envelop}>ment>","NN"
"envenomed","9","3","1.10","<en<{venom}>ed>","VB|JJ"
"enviable","8","143","4.96","{envy}>able>","JJ"
"enviably","8","4","1.39","{envy}>able>>y>","RB"
"envied","6","230","5.44","{envy}>ed>","VB"
"envious","7","600","6.40","{envy}>ous>","JJ"
"enviously","9","39","3.66","{envy}>ous>>ly>","RB"
"environ","7","787","6.67","{environ}","NN"
"environing","10","5","1.61","{environ}>ing>","VB|NN"
"environment","11","70839","11.17","{environ}>ment>","NN"
"environmental","13","19350","9.87","{environ}>ment>>al>","JJ"
"environments","12","10964","9.30","{environ}>ment>>s>","NN"
"environs","8","365","5.90","{environ}>s>","NN"
"envisage","8","248","5.51","<en<{visage}","VB"
"envisaged","9","284","5.65","<en<{visage}>ed>","VB"
"envisages","9","70","4.25","<en<{visage}>s>","VB"
"envision","8","1204","7.09","<en<{vis--ion}","VB"
"envoy","5","912","6.82","{envoy}","NN"
"envoys","6","97","4.57","{envoy}>s>","NN"
"envy","4","2556","7.85","{envy}","NN|VB"
"enwrap","6","3","1.10","<en<{wrap}","VB"
"enzymatic","9","169","5.13","{enzyme}>atic>","JJ"
"enzyme","6","1396","7.24","{enzyme}","NN"
"enzymes","7","1095","7.00","{enzyme}>s>","NN"
"ephemeral","9","294","5.68","{ephemera}>al>","JJ"
"epic","4","5310","8.58","{epic}","NN|JJ"
"epicenter","9","265","5.58","{epi--center}","NN"
"epics","5","242","5.49","{epic}>s>","NN"
"epicure","7","23","3.14","{epicure}","NN"
"Epicurean","9","71","4.26","{epicure}>ean>","NN"
"epicycle","8","3","1.10","<epi<{cycle}","NN"
"epidemic","8","1451","7.28","{epi--demic}","NN"
"epidemics","9","386","5.96","{epi--demic}>s>","NN"
"epidermis","9","84","4.43","{epi--derm--is}","NN"
"epigram","7","38","3.64","{epi--gram}","NN"
"epigrams","8","32","3.47","{epi--gram}>s>","NN"
"epigraph","8","12","2.48","{epi--graph}","NN"
"epiglottis","10","12","2.48","{epi--glott--is}","NN"
"epigrammatic","12","10","2.30","{epi--gram}>atic>","JJ"
"epilepsy","8","729","6.59","{epi--lepsy}","NN"
"epileptic","9","283","5.65","{epi--leptic}","JJ"
"epilogue","8","482","6.18","{epi--logue}","NN"
"epiphany","8","178","5.18","{epiphany}","NN"
"Episcopal","9","472","6.16","{episcop--al}","JJ"
"Episcopalian","12","141","4.95","{episcop--al}>ian>","NN|JJ"
"episode","7","31294","10.35","{episode}","NN"
"episodes","8","15188","9.63","{episode}>s>","NN"
"episodic","8","174","5.16","{episode}>ic>","JJ"
"epistemology","12","459","6.13","{epistem--olog--y}","NN"
"epistle","7","288","5.66","{epistle}","NN"
"epistles","8","255","5.54","{epistle}>s>","NN"
"epitaph","7","369","5.91","{epitaph}","NN"
"epithet","7","326","5.79","{epithet}","NN"
"epithets","8","328","5.79","{epithet}>s>","NN"
"epitome","7","367","5.91","{epitome}","NN"
"epitomize","9","53","3.97","{epitom--ize}","VB"
"epitomized","10","77","4.34","{epitom--ize}>ed>","VB"
"epitomizes","10","110","4.70","{epitom--ize}>s>","VB"
"epoch","5","884","6.78","{epoch}","NN"
"epsilon","7","986","6.89","{epsilon}","NN|minor"
"epsom","5","254","5.54","{epsom}","NN"
"equable","7","9","2.20","{equ--able}","JJ"
"equal","5","40062","10.60","{equ--al}","JJ|VB|NN"
"equalitarian","12","26","3.26","{equ--al}>itarian>","JJ|NN"
"equality","8","5296","8.57","{equ--al}>ity>","NN"
"equalize","8","297","5.69","{equ--al}>ise>","VB"
"equalled","8","153","5.03","{equ--al}>ed>","VB|JJ"
"equally","7","13304","9.50","{equ--al}>ly>","RB"
"equals","6","3375","8.12","{equ--al}>s>","VB|NN"
"equanimity","10","108","4.68","{equanim--ity}","NN"
"equate","6","2000","7.60","{equ--ate}","VB"
"equated","7","612","6.42","{equ--ate}>ed>","VB"
"equating","8","663","6.50","{equ--ate}>ing>","VB"
"equation","8","7382","8.91","{equ--ate}>ion>","NN"
"equator","7","877","6.78","{equ--ate}>or>","NN"
"equestrian","10","342","5.83","{equ--estrian}","JJ|NN"
"equidistant","11","89","4.49","<equi<{dist--ant}","JJ"
"equilateral","11","99","4.60","<equi<{lateral}","JJ"
"equilibrium","11","3598","8.19","{equi--libr--ium}","NN|JJ"
"equine","6","762","6.64","{equ--ine}","NN|JJ"
"equines","7","87","4.47","{equ--ine}>s>","NN"
"equinox","7","1874","7.54","{equi--nox}","NN"
"equip","5","1537","7.34","{equip}","VB"
"equipment","9","51532","10.85","{equip}>ment>","NN"
"equipotent","10","6","1.79","{equi--pot--ent}","JJ"
"equipped","8","5475","8.61","{equip}>ed>","VB"
"equipping","9","173","5.15","{equip}>ing>","VB|NN"
"equity","6","5096","8.54","{equ--ity}","NN"
"equitable","9","1003","6.91","{equ--it--able}","JJ"
"equivalence","11","937","6.84","{equi--val--ence}","NN"
"equivalent","10","25895","10.16","{equi--val--ent}","JJ|NN"
"equivocal","9","94","4.54","{equi--voc--al}","JJ"
"equivocate","10","30","3.40","{equi--voc--ate}","VB"
"era","3","15136","9.62","{era}","NN"
"eradicable","10","0","0.00","{e--radic--able}","JJ"
"eradicate","9","744","6.61","{e--radic--ate}","VB"
"era's","5","55","4.01","{era}>'s>","encl"
"erase","5","3422","8.14","{erase}","VB"
"erased","6","1648","7.41","{erase}>ed>","VB"
"eraser","6","593","6.39","{erase}>er>","NN"
"erasers","7","172","5.15","{erase}>er>>s>","NN"
"erasing","7","525","6.26","{erase}>ing>","VB"
"erasure","7","853","6.75","{erase}>ure>","NN"
"ere","3","446","6.10","{ere}","minor|NN"
"erect","5","2702","7.90","{erect}","VB|JJ"
"erected","7","649","6.48","{erect}>ed>","VB"
"erecting","8","198","5.29","{erect}>ing>","VB"
"erection","8","2862","7.96","{erect}>ion>","NN"
"erects","6","55","4.01","{erect}>s>","VB"
"ergonomic","9","709","6.56","{ergo--nom--ic}","JJ"
"Eric","4","39370","10.58","{eric}","NN"
"Ernest","6","2319","7.75","{ernest}","NN"
"Ernie","5","2721","7.91","{ernie}","NN"
"Ernie's","7","73","4.29","{ernie}>'s>","encl"
"erode","5","368","5.91","{erode}","VB"
"eroded","6","469","6.15","{erode}>ed>","VB"
"erogenous","9","143","4.96","{erogenous}","JJ"
"Eros","4","723","6.58","{eros}","NN"
"erosion","7","2087","7.64","{erode}>ion>","NN"
"erosive","7","17","2.83","{erode}>ive>","JJ"
"erotic","6","5350","8.58","{erotic}","JJ"
"erotica","7","1749","7.47","{erotic--a}","NN"
"erotically","10","117","4.76","{erotic}>ally>","RB"
"err","3","3570","8.18","{err}","VB"
"errand","6","304","5.72","{errand}","NN"
"eroticism","9","236","5.46","{erotic}>ism>","NN"
"errant","6","1178","7.07","{err--ant}","JJ"
"erratic","7","936","6.84","{err--atic}","JJ"
"erratically","11","242","5.49","{err--atic}>ally>","RB"
"elated","6","246","5.51","{elate}>ed>","JJ|VB"
"elation","7","116","4.75","{elate}>ion>","NN"
"elbow","5","3401","8.13","{elbow}","NN|VB"
"elbowing","8","103","4.63","{elbow}>ing>","VB"
"elbowroom","9","0","0.00","{elbow}-{room}","NN"
"elbows","6","1652","7.41","{elbow}>s>","NN|VB"
"elder","5","8324","9.03","{eld--er}","JJ|NN"
"elderberry","10","31","3.43","{elder}>berry>","NN"
"elderly","7","3693","8.21","{eld--er}>ly>","JJ|NN"
"elders","6","2700","7.90","{eld--er}>s>","NN"
"eldest","6","505","6.22","{eld--est}","JJ"
"Eleanor","7","946","6.85","{eleanor}","NN"
"elect","5","2831","7.95","{elect}","VB|NN|JJ"
"elected","7","10036","9.21","{elect}>ed>","VB|JJ"
"electing","8","510","6.23","{elect}>ing>","VB"
"election","8","12479","9.43","{elect}>ion>","NN"
"electioneer","11","2","0.69","{elect}>ion>>eer>","NN|VB"
"elections","9","8353","9.03","{elect}>ion>>s>","NN"
"elective","8","499","6.21","{elect}>ive>","JJ"
"electives","9","95","4.55","{elect}>ive>>s>","NN"
"elector","7","68","4.22","{elect}>or>","NN"
"electoral","9","2846","7.95","{elect}>or>>al>","JJ"
"electorate","10","901","6.80","{elect}>or>>ate>","NN"
"electors","8","221","5.40","{elect}>or>>s>","NN"
"electric","8","19671","9.89","{electr--ic}","JJ"
"electrical","10","17026","9.74","{electr--ic}>al>","JJ"
"electrician","11","357","5.88","{electr--ic}>ian>","NN"
"electricity","11","5014","8.52","{electr--ic}>ity>","NN"
"electrification","15","141","4.95","{electr--ify}>ation>","NN"
"electrify","9","55","4.01","{electr--ify}","VB"
"electrifying","12","136","4.91","{electr--ify}>ing>","VB|NN|JJ"
"electrode","9","558","6.32","{electrode}","NN"
"electron","8","3923","8.27","{electr--on}","NN"
"electrons","9","3062","8.03","{electr--on}>s>","NN"
"electrocardiogram","17","26","3.26","<electro<{cardi--ogram}","NN"
"electrocute","11","115","4.74","{electro--cute}","VB"
"electrocution","13","213","5.36","{electro--cute}>ion>","NN"
"electrocardiograph","18","9","2.20","<electro<{cardi--ograph}","NN"
"electrolysis","12","307","5.73","{electro--lys--is}","NN"
"electrolyte","11","347","5.85","{electro--lyte}","NN"
"electrodynamics","15","174","5.16","<electro<{dynam--ics}","NN"
"electromagnet","13","70","4.25","<electro<{magnet}","NN"
"electromagnetic","15","2810","7.94","<electro<{magnet}>ic>","JJ"
"electromagnetism","16","193","5.26","<electro<{magnet}>ism>","NN"
"electronic","10","59636","11.00","{electr--on}>ic>","JJ"
"electronics","11","16925","9.74","{electr--on}>ics>","NN"
"eleven","6","3145","8.05","{eleven}","minor|NN"
"eleventh","8","608","6.41","{eleven}>th>","JJ|NN"
"elf","3","7239","8.89","{elf}","NN"
"elfin","5","87","4.47","{elfin}","JJ"
"electroplate","12","15","2.71","<electro<{plate}","NN"
"electroshock","12","153","5.03","<electro<{shock}","NN"
"electroshocks","13","8","2.08","<electro<{shock}>s>","NN"
"electrostatic","13","444","6.10","<electro<{stat--ic}","JJ"
"elegance","8","758","6.63","{eleg--ance}","NN"
"elegances","9","0","0.00","{eleg--ance}>s>","NN"
"elegant","7","3467","8.15","{eleg--ant}","JJ"
"elegantly","9","294","5.68","{eleg--ant}>ly>","RB"
"element","7","15056","9.62","{element}","NN|JJ"
"elemental","9","20217","9.91","{element}>al>","JJ"
"elementary","10","4768","8.47","{elementary}","JJ"
"elements","8","17438","9.77","{element}>s>","NN"
"elephant","8","7010","8.86","{elephant}","NN"
"elephantine","11","48","3.87","{elephant}>ine>","JJ"
"elephants","9","1328","7.19","{elephant}>s>","NN"
"elephant's","10","198","5.29","{elephant}>'s>","encl"
"elevate","7","639","6.46","{elevate}","VB"
"elevated","8","1790","7.49","{elevate}>ed>","VB"
"elevates","8","204","5.32","{elevate}>s>","VB|NN"
"elevator","8","3215","8.08","{elevate}>or>","NN"
"elevation","9","1855","7.53","{elevate}>ion>","NN"
"elicit","6","660","6.49","{elicit}","VB"
"elicitation","11","44","3.78","{elicit}>ation>","NN"
"elicited","8","262","5.57","{elicit}>ed>","VB"
"elicits","7","106","4.66","{elicit}>s>","VB"
"eligibility","11","1645","7.41","{eligible}>ity>","NN"
"eligible","8","5113","8.54","{eligible}","JJ"
"Elijah","6","776","6.65","{elijah}","NN"
"eliminate","9","11873","9.38","{e--limin--ate}","VB"
"elite","5","8214","9.01","{elite}","NN"
"elitism","7","441","6.09","{elite}>ism>","NN"
"elitist","7","1786","7.49","{elite}>ist>","JJ"
"elixir","6","180","5.19","{elixir}","NN"
"Elizabeth","9","9706","9.18","{elizabeth}","NN"
"embarrassing","12","2277","7.73","{embarrass}>ing>","JJ|VB"
"Elizabethan","11","228","5.43","{elizabeth}>an>","JJ"
"elk","3","1184","7.08","{elk}","NN"
"elks","4","92","4.52","{elk}>s>","NN"
"Ellen","5","5048","8.53","{ellen}","NN"
"Elliott","7","3147","8.05","{elliott}","NN"
"ellipse","7","316","5.76","{ellipse}","NN"
"ellipses","8","192","5.26","{ellipse}>s>","NN"
"ellipsis","8","172","5.15","{ellips--is}","NN"
"ellipsoid","9","83","4.42","{ellipse}>oid>","NN"
"ellipsoids","10","28","3.33","{ellipse}>oid>>s>","NN"
"elliptical","10","427","6.06","{ellipt--ic}>al>","JJ"
"elm","3","4550","8.42","{elm}","NN|JJ"
"Elmer","5","1787","7.49","{elmer}","NN"
"Elmira","6","225","5.42","{elmira}","NN"
"elms","4","136","4.91","{elm}>s>","NN"
"elocution","9","44","3.78","{e--locut--ion}","NN"
"elongate","8","107","4.67","{e--long--ate}","VB"
"elope","5","85","4.44","{elope}","VB"
"eloped","6","40","3.69","{elope}>ed>","VB|JJ"
"elopement","9","12","2.48","{elope}>ment>","NN"
"eloquence","9","339","5.83","{eloqu--ence}","NN"
"eloquent","8","887","6.79","{eloqu--ent}","JJ"
"else","4","176434","12.08","{else}","RB|JJ|NN"
"else's","6","10035","9.21","{else}>'s>","encl"
"elsewhere","9","18631","9.83","{else}{where}","RB"
"elude","5","291","5.67","{elude}","VB"
"eluded","6","288","5.66","{elude}>ed>","VB"
"eludes","6","330","5.80","{elude}>s>","VB"
"eluding","7","104","4.64","{elude}>ing>","VB"
"elusion","7","2","0.69","{elude}>ion>","NN"
"elusive","7","1196","7.09","{elude}>ive>","JJ"
"Elvis","5","5227","8.56","{elvis}","NN"
"emaciate","8","2","0.69","{e--maci--ate}","VB"
"embarrassed","11","2986","8.00","{embarrass}>ed>","VB|JJ"
"emanated","8","172","5.15","{emanate}>ed>","VB"
"emanating","9","527","6.27","{emanate}>ing>","VB"
"emanation","9","42","3.74","{emanate}>ion>","NN"
"emanations","10","105","4.65","{emanate}>ion>>s>","NN"
"emancipate","10","76","4.33","{emancip--ate}","VB"
"emancipated","11","108","4.68","{emancip--ate}>ed>","VB|JJ"
"emancipator","11","21","3.04","{emancip--ate}>or>","NN"
"emasculate","10","56","4.03","{e--mascul--ate}","VB"
"emancipation","12","513","6.24","{emancip--ate}>ion>","NN"
"embalm","6","9","2.20","<em<{balm}","VB"
"embalmment","10","2","0.69","<em<{balm}>ment>","NN"
"embank","6","0","0.00","<em<{bank}","VB"
"embargo","7","3228","8.08","{embargo}","NN"
"embark","6","469","6.15","{em--bark}","VB"
"embarked","8","419","6.04","{em--bark}>ed>","VB"
"embarrass","9","738","6.60","{embarrass}","VB"
"embankment","10","142","4.96","<em<{bank}>ment>","NN"
"embarkation","11","36","3.58","{em--bark}>ation>","NN"
"embarrassingly","14","136","4.91","{embarrass}>ing>>ly>","RB"
